text,classes
নিখোঁজ হওয়ার  ঘণ্টা পর ফরিদপুর মেডিকেল কলেজের পঞ্চম বর্ষের শিক্ষার্থী নয়ন চন্দ্র নাথের ঝুলন্ত লাশ উদ্ধার করা হয়েছে  আজ শনিবার সকাল সাতটার দিকে ফরিদপুর সদরের মুন্সিবাজার এলাকা থেকে লাশটি উদ্ধার করা হয়,sadness
নিগার চুপ করে বসে থাকে  হাসানের প্রসঙ্গে চোখে জল আসে ,sadness
নিচ তলায় পায়ের আওয়াজ পাচ্ছি  কেউ ঘুরে ঘুরে দেখছে বাড়িটা  ভয় পেলে মানুষের শিরদাঁড়া বেয়ে কি যেন নেমে যায় জানেনই তো  আমিও তাই অনুভব করলাম ,fear
নিজদের মধ্যে অনেক কাদা মারামারি করসি  সামনে এই কাদা মারামারির জন্য যদি র‍্যাগ না হয়  তাহলে আমরাই সামনের দিনগুলোতে আফসোস করবো ,sadness
নিজে  বলেছে  আমার  বর  ভালো  তার  মন  ভালো  তার  মতো  মানুষ  হয়নি  এখন   বলে  অত্যাচার  করতো কিছু  নয়  শুধু  জল  বিচ্যুতি  দিয়ে  জাবগানো ,disgust
নিজে থেকেই এই লোক এই কাজ করছে যাতে বাঙালী একে ভাইরাল করে  আর মজাদার বিষয় যে এন্টারটেইন  প্রিয় বাঙালী তা করতেছেও,disgust
নিজে নিজেদের দায়িত্ব নিয়ে ঘরে বসে থাকুন  দেখেন এই দেশের সকল দায়িত্বশীলেরা আজ গ্রিন হাউজে যে যার মত আসন পেতে বসে আছে নিজেদের সুরক্ষা নিয়ে,disgust
নিজে যেসব নাটক বানায় সেসব নাটকের না আছে কোনো কন্টেন্ট   না আছে কোনো শিক্ষা  সেই সময় আপনার এই সেন্স কোথায় থাকে  বাল ছাল নাটক বানানোর সময় এটা মনে রাখবেন কাজে দিবে ,disgust
নিজেকে অযোগ্য হীন ব্যর্থ ভাবতে ভাবতে একসময় প্রবল ঘৃণা করা শুরু করি সিদ্ধান্ত নিলাম  সুইসাইড করব এমন যোগ্যহীন এর বেঁচে থাকা উচিত না ,disgust
নিজেকে একবার কল্পনা করুন উইঘুর  কাযাখদের জায়গায়  কতোটা কষ্ট নিয়ে মারা যাচ্ছে উইঘুররা  চিন্তা করুন একবার,sadness
নিজেকে ওই মেয়েটার মায়ের জায়গায় কল্পনা করেন  ভাবতে চাচ্ছেন না  রাগ লাগতেসে  অসহায় লাগতেসে  এইবার চিন্তা করেন আপনার ভয়েস রেইজ করা উচিত কিনা ,anger
নিজেকে খ্যাতনামা করতে গিয়ে চাইলে আপনি নিজেকে সস্তা থেকে সস্তাতর করে তুলতে পারেন  সেটা আপনার ব্যক্তিগত রুচি   কিন্তু বাঙালির ঐতিহ্য আর সংস্কৃতিকে বিকৃত করবেন না,anger
নিজেকে টিপিকাল মিডেল ক্লাস দাবি করে ঐ শ্রেণীর মানুষদের সংগ্রাম করে বেচে থাকার কড়া কড়া গল্প  সংসার চালানোর চোখে জ্বল আসা কাহিনী স্ট্যাটাস শেয়ার দেয়া ছেলে মেয়েটা ওই স্ট্যাটাস লিখে নিজের আইফোন   দিয়ে   ,disgust
"নিজেকে শান্তনা দিলাম হয়তো রাত জেগে পড়ার ফলে উল্টা পাল্টা শব্দ শুনছি  
ছাদ তালা দিয়ে নামার জন্য পেছন গুড়তেই চমকে উঠলাম  ",surprise
নিজেদের গানগুলা কে ছেব্রা ছেব্রা না করলে হয় না      ,disgust
নিজেদের জড়তা ভেঙ্গে যখন তাদের স্বতঃস্ফূর্ত প্রশ্ন করতে দেখে অবাক যে হয়েছি তা আর বলার অপেক্ষা রাখে না ,surprise
নিজের চিন্তায় মশগুল ছিলাম   অন্য কারো উপস্থিতি অনুভব করতেই চমকে ঘুরে তাকালাম  এ বাবা  এটা আবার কে,surprise
নিজের ছবি থেকে দূরে থাকা নিজের পরিবার থেকে দূরে থাকার মতই অনেক কষ্টকর ,sadness
নিজের জন্মদিনের কেক কেনা হলো না কলেজছাত্র ইফতেখার উদ্দিন ওরফে ইরফানের  জন্মদিনেই তাকে ছুরিকাঘাতে খুন করা হয়  আজ বৃহস্পতিবার বিকেলে নগরের হালিশহর বড়পোল এলাকায় এই ঘটনা ঘটেছে ,disgust
নিজের জন্য সবচেয়ে কৃপন বাবাটাও সন্তানের জন্য বড্ড বে হিসাবি  বাবারা ভালবাসি বলতে জানে না তবে কাজটা নিশ্চুপে করতে জানে ,sadness
নিজের দেশের স্বভাব চরিত্র এবং সাম্রতিক বিষয়গুলো তুলেই গান বানাতে হবে   নিজেদের সব কিছু দিয়েই যে উন্নত মানের কিছু বানানো এটা তার প্রমান   এরকম গান হলে বিদেশের মাটির বিভিন্ন অনুষ্ঠানে আমাদের গান চলবে  এখন যেমন আমরা হিন্দি চালাই ,joy
নিজের নোংরা কাপড় আরেকজনরে দিয়া ধোয়ানো যে অসভ্যতা এবং নিচু মানসিকতার লক্ষণ তা আমাদের এই যুগে জানা থাকা উচিৎ ,disgust
নিজের বোন সোনায় সোহাগা আর অন্যের বইন ডাস্টবিনের ময়লা যাইতাম যে কই ,disgust
নিজের ভালা সকলেই বুঝে    পত্রিকা  ব্যবসায়ীদের অবস্থা খারাপ দেখে   তারা এই নিউজ করতাছে অথচ দিন মুজুরের পক্ষে কোন কথাই বলে না বাইঞ্চোদ গুলা   ,anger
নিজের যেই কাজটা আগে করতেন সেইটাই ঘরে বসে করেন  আজাইরা এটেনশান সিকিং টেন্ড ফলো করে  বাল ছিড়া আঁটি না বেঁধে গেট আ লাইফ ,disgust
নিজেরা হোগামারা খাবে  তাই এই নিউজ কভার করতেছে  ধান্দামি বন্ধ কর জানোয়ার ,anger
নিত্যদিনের মত সবারই দিন শুরু হয় খালি যে হারায় তার লাগে ব্যপারটা যখন আমাদের ভাগ্যে আসে তখন খারাপ লাগে এছাড়া আমাদের কোনো ফিলিংস নাই ,sadness
নিত্যপ্রয়োজনীয় জিনিসগুলো নিয়ে একটু দুশ্চিন্তার কথাও বললেন এই অভিনেতা  এই মুহূর্তে দেশের বাইরে যাওয়া নিয়েও সতর্ক অবস্থানে আছেন আফরান নিশো ,fear
নিমিষের মধ্যেই ঝলসে দিলো আনকেল এর শরীর  চিৎকার শুনতে পাচ্ছি আনকেলের তবে আর শুনতে চাইছি না এসব সওয়ার মত কোনো ক্ষমতা আমার নেই এই আগুনে পোড়ার যন্ত্রণা থেকে মৃত্যুই শ্রেয় ,sadness
নিম্ন মানের হেড লাইন  প্রথম আলোটাকে আমরা ফলো করি  এমন সস্তা লাইক সেয়ারের জন্য ছোটাছুটি এই প্রতিষ্ঠানের মানায় না ,disgust
"নিম্নগতি উৎকণ্ঠা
আর নিম্নগতি ভয়
দুয়ের পরাগমিলন
জীবন চাঁদোয়ায় ",fear
নিয়ে যে গেছে সেটাও না  এরা একসাথে হলে ফিরতেছিল  সো অনেককিছুই হইতে পারে  সেগুলা ক্ল্যারিফাই না করে ডিরেক্ট মাইর দিলো  আবার আপনাদের কাছে সেটা চমৎকার জাস্টিফায়েড  ,anger
নিরাপত্তা সরঞ্জামের অভাবে ঝালকাঠি সদর হাসপাতালের জরুরি বিভাগে সর্দি  কাশি  জ্বর ও শ্বাসকষ্ট নিয়ে আসা রোগীদের চিকিৎসকের কাছে ভিড়তে দেওয়া হচ্ছে না,disgust
নির্বাচনী পোস্টার অপসারণ বা ডাম্পিং করা নিয়ে বিপাকে পড়েছে ঢাকা দক্ষিণ সিটি করপোরেশন  ডিএসসিসি   সংস্থাটির অভিযোগ  এসব পোস্টার পলিথিন ও প্লাস্টিকে মোড়ানো,disgust
নির্বাচনের পরিত্যক্ত পোস্টার থেকে তৈরী খাতা  যা দেওয়া হবে এতিমদের পড়াশোনার সাহায্য হিসেবে,joy
"নির্বাচনের সময় কস্ট করে ভোট চাইসে এর চেয়ে বেশি এইসব প্রতিবন্ধী থেকে আর কি আশা করা যায়  
",disgust
নিষ্ঠুর পৃথিবীতে সত্যিকারের ভালোবাসা পাওয়া বড় দায়  সবাই মিষ্টি কথা বলে মন ভোলাতে চায়   আসলে কারো অন্তরে ভালোবাসা থাকে না  স্বার্থের জন্যে আসে কাছে মনে অন্য আশা   স্বার্থ উদ্বার হয়ে গেলে  দুঃখ দিয়ে কেটে পড়ে  ,sadness
নিস্তব্দতার বিস্তার যে এত গভীর  তা এখানে না এলে অনুভব করা যায় না  কখনো কখনো মনে হয়  এই বুঝি জঙ্গলের গভীর থেকে বনদস্যু বেরিয়ে এসে লুটে নিলো সবকিছু  ,surprise
নিহা দ্বীপ কে দেখে ভয় পেয়ে যায়  আরো বেশি ভয় পাই তখন  যখন দেখে দ্বীপের হাতে তাঁর নিজের ফোন  নিহা ভয় পেয়ে জড়োসড়ো হয়ে যায় ,fear
নীরব রাতে ঘুম পরীরা হাসছে মিটি মিটি  মনে রেখ আমার এই বন্ধুত্বের চিঠি  বন্ধু তোমায় দেখতে আমার মনটা দিল পাড়ি  এবার তবে ঘুমিয়ে পড়   না ঘুমালে আড়ি  শুভ রাত্রি  ,joy
নীরার সাথে সম্পর্কের সময় এর চেয়ে আরো বেশি অবাক করা কথা বলতো ,surprise
নীলপরী অবাক হয়ে তাকে জিগাসা করলো   তুমি হলুদ প্রজাপতি  কি করে আমাদের এই নীলপরীর দেশে এলে  ,surprise
নীলিমার নিলে  হেমন্তের সোনালী ধানের শীষে সারাবেলা মাতাল হাওয়া যেমন করে ভাসে তেমনি করে সবার জীবন কাটুক আনন্দ আর উচ্ছাসে  ,joy
নীলের মন খারাপ ওর বোন কে পাওয়া যায়নি   মন খারাপ হওয়া স্বাভাবিক সে আভা কে অনেক ভালোবাসতো ,sadness
"নেক্সট লেভেলের ইডিটিং এন্ড কন্টেন্ট   সুপার  
আমাদের দেশের এইরকম প্রতিভাবান মানুষ দেখলে আসলেই খুব প্রাউড ফিল হয়  ",joy
নেপাল সীমান্তে একজন মানুষ হত্যা করলে সারাদেশ প্রতিবাদে জেগে ওঠে আর বাংলাদেশে শতো শতো মানুষ মরলেও সরকার কোনো প্রতিবাদ করতে সাহস পায় না  বাংলাদেশের মন্ত্রীরা আজকে ভারতের মন্ত্রীদের মতো কথা বলে       ,disgust
নেসলে বাংলাদেশ লিমিটেডে মেডিকেল প্রতিনিধি পদ দিয়ে পেশাজীবন শুরু  জি এম কামরুল হাসান এখন আবদুল মোনেম লিমিটেডের ইগলু আইসক্রিম  ডেইরি ও ফুডের গ্রুপ প্রধান নির্বাহী কর্মকর্তা,surprise
নৈতিকতার ধ্বংস হয়ে জাতিগতভাবে নিকৃষ্ট হতে থাকলে কে কাকে দোষ দিবে  শুধু ব্যবসায়ীদের দোষারোপ করেই বা কী হবে  রাজনীতিবিদ  আমলা  সরকারী অফিস  ডাক্তার  ইঞ্জিনিয়ার  আইনজীবী  সাংবাদিক  শিক্ষক  পরিবহন শ্রমিক  প্রাইভেট কার ড্রাইভার  সিএনজি রিকশা ড্রাইভার  দারোয়ান  কাজের লোক ইত্যাদি কোন্ শ্রেণীপেশার মানুষের অধিকাংশের সার্ভিসে খুব খুশি আপনি  কোথায় কার কাছে গিয়ে একটু স্বস্তি পাবেন  স্বস্তি তো অনেক পরের ব্যাপার  ব্যবসায়ীরা তো এবার আর আপনাকে বাঁচতেই দিবে না,anger
নোংরামি  অশুদ্ধ বাক্যগঠন  যেই ভাষার জন্য প্রাণ দিলো এত তাজা লোক  যেই মহান শহীদদের স্মরণে আয়োজিত হয় বইমেলা সেখানেই ভাষার এত কুৎসিত ব্যবহার আমায় গভীর ভাবে ভাবায়  এ নিয়ে সুশীল সমাজ এমনকি গণ্যমান্য ব্যক্তিবর্গ কেও কিছু বলছে না   ,sadness
নোবেল মানষিক ভারসাম্যহীন হয়ে গেছে তাকে পাবনায় পাঠানো হোক,disgust
নোয়াখাইল্লের মারে চুদি জারজের ঘরের জারজ হুজুর নিয়ে কথা বলিস কেন  চেহরাটা আয়নায় দেখ হনুমানের মতো,anger
নোয়াখালীর সোনাইমুড়ী উপজেলায় যাত্রীবাহী বাসের চাপায় মোটরসাইকেলের তিন আরোহী ঘটনাস্থলে নিহত হয়েছেন  আজ রোববার রাত সাড়ে দশটার দিকে আফানিয়া এলাকায় কুমিল্লা নোয়াখালী আঞ্চলিক সড়কে এ দুর্ঘটনা ঘটে ,sadness
পঃবাঃ থেকে দেখে বাংলার জন্য সত্যি বুক ফুলে গেল জয় বাংলা ,joy
পই পই করে বলা হচ্ছে ভয়ের গল্প বলতে  সাত  সা আ ত খানা ভয়ের গল্প ,fear
"পকেটে টাকা নিয়ে প্রেমিকার সাথে যদি দেখাই না করতে পারো 

ফাস্ট ফুডে খাওয়াতে পারবে না বলে লজ্জায় পরে যাবে ভেবে বাইক না থাকলে যদি প্রেমিকার সাথে দেখা করতে লজ্জিত হও  তবে সেই মেয়ে তোমার বউ হবার যোগ্য নয়",sadness
পচনশীল ক্ষত অসুস্থতা ও মৃত্যুর বড় কারণ  বাংলাদেশে নানা বয়সী প্রায় সাড়ে  লাখ মানুষ বছরে পচনশীল ক্ষতের শিকার হয়  আর এর কারণে মারা যায়  লাখের বেশি মানুষ,sadness
পঞ্চগড়ে বাণিজ্যিকভাবে বাড়ছে সুপারি চাষ  উৎপাদিত সুপারি স্থানীয় চাহিদা পূরণ করে সরবরাহ করা হচ্ছে দেশের বিভিন্ন প্রান্তে  লাভবান হচ্ছেন কৃষকেরা ,joy
পঞ্চগড়ে বাণিজ্যিকভাবে বাড়ছে সুপারি চাষ  উৎপাদিত সুপারি স্থানীয় চাহিদা পূরণ করে সরবরাহ করা হচ্ছে দেশের বিভিন্ন প্রান্তে  লাভবান হচ্ছেন কৃষকেরা ,joy
পটুয়াখালীর কলাপাড়ায় পায়রা বন্দর প্রতিষ্ঠার পাঁচ বছর পার হয়েছে  কিন্তু টার্মিনাল নির্মাণের কাজ শুরুই হয়নি,anger
পটুয়াখালীর কুয়াকাটা পর্যটনকেন্দ্র এলাকার একটি আবাসিক হোটেলের কক্ষ থেকে মহিপুর থানার পুলিশ এক পর্যটক তরুণীর লাশ উদ্ধার করেছে ,surprise
পড়তে ভালো লেগেছে  জানা গেছে দ্রষ্টব্য নিয়ে দরকারি তথ্য  প্রথম মন্তব্যে আরিফ যা লিখেছেন সেটা থাকলে আরো ভাল লাগবে ,joy
"পড়াশনা করেছে ঠিকি বাট অমানুষ হয়ে গেছে পড়াশনাটার মান রাখলো না বেয়াদোপটা
",anger
পণ্যের মান নিয়ন্ত্রণকারী প্রতিষ্ঠান বাংলাদেশ স্ট্যান্ডার্ডস অ্যান্ড টেস্টিং ইনস্টিটিউশন  বিএসটিআই  জানিয়েছে  তাদের পরীক্ষাগারে বিভিন্ন ব্র্যান্ডের রং ফরসাকারী টি স্কিন ক্রিম পরীক্ষা করার পর টিতে বিপজ্জনক মাত্রায় পারদ  মার্কারি  পাওয়া গেছে,fear
পতিতা পাপিয়া বড় লোকের শত্রু না  এই খানকী হলো এই দেশের ও গরীব অসহায় মানুষের শত্রু  তাই খানকী পাপিয়ারে মুখেও ওর নিচ তলায় এসিড মারা হোক ,anger
পত্রপত্রিকার খবরে রেগুলার দেখতে পাচ্ছি করোনাভাইরাসে মৃত্যু সন্দেহে অনেক মৃতদেহ সৎকারের ব্যাপারে অনেকের মধ্যে ভীতি কাজ করছে ,fear
পথ খুঁজে যায় পথের সীমানায়  আমার ঝাপসা চোখের বারান্দাতে দীর্ঘ শ্বাসের জল  আমার মুঠোয় বন্দী এখন শুধুই স্মৃতির শতদল ,sadness
পথ খুঁজে যায় পথের সীমানায়  আমার ঝাপসা চোখের বারান্দাতে দীর্ঘ শ্বাসের জল     ,sadness
পথে একের পর এক আসছে আলপাইনের বিস্তৃত ভূমি আর নাম না জানা চমৎকার সব গ্রামাঞ্চল  অপূর্ব    শব্দটা আর কতইবা বলা যায় ,joy
পবিত্র ঈদুল আযহা উপলক্ষে আজ বৃহস্পতিবার থেকে নতুন নোট বিনিময়ের জন্য বাজারে ছেড়েছে বাংলাদেশ ব্যাংক   আগস্ট পর্যন্ত  সাপ্তাহিক ও সরকারি ছুটির দিন ছাড়া  বাংলাদেশ ব্যাংকের বিভিন্ন অফিসের কাউন্টারের মাধ্যমে জনসাধারণের মধ্যে নতুন নোট বিনিময় করা হবে ,joy
পবিত্র ঈদুল আযহা উপলক্ষে আজ বৃহস্পতিবার থেকে নতুন নোট বিনিময়ের জন্য বাজারে ছেড়েছে বাংলাদেশ ব্যাংক   আগস্ট পর্যন্ত  সাপ্তাহিক ও সরকারি ছুটির দিন ছাড়া  বাংলাদেশ ব্যাংকের বিভিন্ন অফিসের কাউন্টারের মাধ্যমে জনসাধারণের মধ্যে নতুন নোট বিনিময় করা হবে ,joy
পয়লা ফাল্গুন ও ভালোবাসা দিবসকে ঘিরে খাগড়াছড়ি পর্যটনকেন্দ্র ও আবাসিক হোটেল মোটেলগুলো হাজারো পর্যটকের ভিড়ে মুখর হয়ে উঠেছে,joy
পরদিন সকালে সে খবর পায়  সিবিল আত্মহত্যা করেছে  এসময় ডরিয়ান দেখে  ব্যাসিলের আঁকা সেই পোর্ট্রেট একটু বদলে গেছে ,sadness
পরদিন সবাই ছাদে উঠে দেখে অরুণের লাশ পরে আছে সবাই অবাক হয়ে গেলেন এবং কান্নায় ভেঙে পড়লেন ,sadness
পরপুরুষের সাথে রাম্প শো  মারাচ্ছো  এখন নাটক  এতদিন বাদে মনে পরলো ভাসুরের রেপ  এর কথা  চোখ মুখ দেখেই তো বোঝা যাচ্ছে সাজানো কথা আর এক্টিং ,anger
পরবর্তী প্রথম প্রতিক্রিয়াতেই রুসুপা আমাকে ছিটকে ফেলে দেয়  জারুলের হেলে পড়া ডালের আশ্রয় থেকে খোয়াইয়ের জল কাদায় পড়ে যেতে যেতে আমি হতবিহবল হয়ে তার চোখের দিকে তাকাই ,surprise
পরমুহূর্তেই ছাদের টিনে শুরু হলো লাফালাফি বিকট শব্দে  কৌতূহলী অঘোরনাথবাবু ছাদে গিয়ে দেখেন কেউ নেই ছাদ একেবারে খালি ,surprise
পরিচালক একটা নাম্বার ওয়ান লুইচ্চা       নয়তো ভদ্রতা বজায় রেখে যে নাটক তৈরী হয়ে থাকে সেখানে কেন এত পোষাকের অভদ্রতা ,disgust
পরিবেশ অধিদপ্তরের তথ্য অনুযায়ী  ঢাকার বায়ুদূষণের প্রধান উৎস হচ্ছে ইটভাটা  এরপরই রয়েছে নির্মাণকাজের ধুলা  পরিবহন ও শিল্পকারখানার ধোঁয়া ,sadness
পরিবেশ দূষণকারী পলিথিন ব্যাগের ব্যবহার কমাতে দৈনিক এক লাখ পিস সোনালী ব্যাগ উৎপাদনের কার্যক্রম চালু করেছে বাংলাদেশ পাটকল কর্পোরেশন  বিজেএমসি   এতে অর্থায়ন করছে জলবায়ু পরিবর্তন ট্রাস্ট ফান্ড ,joy
পরিস্থিতি খারাপের দিকে যাচ্ছে দেখে অধ্যাপক গুহঠাকুরতা ফ্ল্যাটের প্রবেশপথ আটকে ভারাক্রান্ত মন নিয়ে আবারও খাতা দেখতে বসে যান ,sadness
পরিস্থিতি নিয়ন্ত্রনের বাহিরে হয়  এখনো কোন মন্ত্রী এমপি ডেংগুতে মারা যাওয়ার সংবাদ পাওয়া যায় নাই  অধীর আগ্রহে এমন নিউজের অপেক্ষা করছি৷ এই দেশে  আমজনতা লাখে লাখে মরলেও পরিস্থিতি নিয়ন্ত্রণে থাকে,disgust
পরী দুনিয়ায় আছে এইটুকুই বিশ্বাস করি এরবেশি কাহিনী গল্প গুজব ছাড়া আর কিছুই মনে হয় না  কিন্তু সত্যিই যদি দাদীর আবোলতাবোল কথা সত্যি হয়ে যায়  তখন ,fear
পরীক্ষা করে দেখা গেলো আগাছাগুলোর উপর একরকম ছত্রাক জন্ম নিয়েছে  সেই ছত্রাকগুলো বেছে বেছে জীবাণুর উপর দিতেই জীবাণুগুলো ধ্বংস হয়ে গেল  তিনি অবাক হয়ে বুঝতে পারলেন  তার এতোদিনের গবেষণা অবশেষে সার্থক হয়েছে  ছত্রাকগুলোর বৈজ্ঞানিক নাম ছিল পেনিসিলিয়াম নোটেটাম  তাই তিনি এর নাম দিলেন পেনিসিলিন ,surprise
পরীক্ষা নিয়ে প্রধান শিক্ষক আরও অবাক হয়ে গেলেন  বাস্তবিক বজেন্দ্রনাথ ভালোভাবেই বীজগণিতের সব কিছু আয়ত্ত করে ফেলেছে প্রথম বার্ষিক শ্রেণীতে পড়ার সময় এক অদ্ভুত ঘটনা ঘটল ,surprise
পরীক্ষা ব্যবস্থা ছিল না  চিকিৎসা ব্যবস্থা এখনো নেই  কোভিড  খেতে হয় না পরতে হয় সে ধারণাই রাখেনি  পিতার জন্মদিন নিয়ে মাতামাতির চোটে  লাখ প্রবাসীদের কোন আইসোলেশন না করে ও পরীক্ষা ছাড়া ঢুকিয়ে সারা দেশে করোনা ছড়িয়ে দিয়ে এখন সম্মেলন করে প্রধানমন্ত্রী অসন্তোষ দেখান ,anger
পরে অবস্থা কিছুটা খারাপের দিকে গেল  ছোট রবার্ট যখন রাতে ঘুমাত তখন পুতুলটা তার অদ্ভুত কর্মকান্ডে তাকে ভয় পাইয়ে দিত ,fear
পরে বুঝেছি যা দেখেছি সব সত্যি দেখেছি আর তখন স্যার ভীষন ভয় পেয়েছি স্যার বলতে লজ্জা লাগছে  ভয়ে আমি ঘর থেকে দৌড়ে পালিয়ে গিয়েছিলাম ,fear
পরের দিন সকাল  টায় বাবা আমাকে ডেকে ঘুম থেকে উঠিয়ে দিল  কি যে বিরক্ত লাগছিল মাত্র  টাকার জন্য এতো সকালে ঘুম থেকে উঠতে হবে  ,disgust
পরেরদিন ঘটলো অবাক করা ঘটনা  সে আমাকে সবার আলাদা নিয়ে গিয়ে জিজ্ঞেস করলো   আপনি নাকি আমাকে পছন্দ করেন    ,surprise
পর্দায় যখনই তাপসী আসেন  তখনই ঝড় তোলেন  নাম শাবানা  বেবি  পিঙ্ক  সান্ড কি আঁখ  মুল্ক  বদলাসহ আরও অনেক ছবিতে দেখা গেছে তাঁর দাপুটে অভিনয়  শক্তিশালী নারী চরিত্র নিয়ে সিনেমা বানাতে গেলেই নির্মাতা সবার আগে ভাবেন তাপসী পান্নুর নাম ,joy
পর্যটন শুল্কে ছাড়ে ভুটানে বেড়াতে যাওয়ার দিন ফুরিয়ে এল  বাংলাদেশ  ভারত ও মালদ্বীপের পর্যটকদের জন্য নতুন ভ্রমণ কর জারি করেছে ভুটান সরকার  ভুটানের পর্যটন মন্ত্রণালয়ে নতুন সিদ্ধান্তের কারণে এবার থেকে অপূর্ব সুন্দর দেশটিতে ভ্রমণের জন্য দিতে হবে অর্থ ,sadness
পলিথিন  ঢেউটিন তৈরি করেছেন পাট দিয়ে  বিজ্ঞানী ড  মোবারক আহ্​মদ খানের আবিষ্কৃত পাটের প্লাস্টিক থেকে তৈরি সোনালি ব্যাগ ঢাকা আন্তর্জাতিক বাণিজ্য মেলায় সাড়া ফেলেছে  পাট থেকে পচনশীল প্লাস্টিকের নানা ব্যবহারিক পণ্য  প্রাকৃতিক প্রিজারভেটিভ—অনেক আবিষ্কার  অনেক গবেষণা এই রসায়নবিদ ও পরমাণুবিজ্ঞানীর ,surprise
পশ্চিমবঙ্গে বসে দেখছি আর খুব ভাল লাগছে  বাংলাদেশই একমাত্র পারে বাংলা ভাষাকে বিশ্বে প্রতিষ্ঠিত করতে ,joy
পশ্চিমবঙ্গের মুখ্যমন্ত্রী ও তৃণমূল নেত্রী মমতা বন্দ্যোপাধ্যায় বলেছেন  বিজেপি এবার গুজরাট মডেল প্রয়োগ করেছে দিল্লিতে  গণহত্যা করেছে দিল্লিতে ,disgust
পসানিয়াস  রাজার দেহরক্ষীদের অন্যতম সদস্য হঠাৎ করেই আলখাল্লার ভেতর থেকে ছুরি বের করে রাজার বুকে বিঁধে দিয়েই দৌড় দিয়েছিলো বাগানের দিকে  ঘোড়ায় ওঠার জন্য ,surprise
পহেলা বৈশাখ আমার খুব পছন্দের একটা দিন  সবাই কি সুন্দর শাড়ি পাঞ্জাবী পরে ঘুরে বেড়ায় ,joy
পা  বেঁধে এক তরুণকে ঝুলিয়ে পেটানো হচ্ছে  এতে ওই তরুণ চিৎকার করছে  নির্যাতনের এমন একটি ভিডিও গত দুই দিন ধরে সামাজিক যোগাযোগ মাধ্যম ফেসবুকে ঘুরছে ,disgust
পাঁচ মাস বন্ধ থাকার পর ভারতনিয়ন্ত্রিত কাশ্মীরে আজ বুধবার থেকে আংশিকভাবে ব্রডব্যান্ড ইন্টারনেট পরিষেবা চালু হচ্ছে  তবে সামাজিক যোগাযোগমাধ্যম বন্ধই থাকবে  ভারত সরকারের এক আদেশে এ ঘোষণা দেওয়া হয়েছে ,anger
পাইরেটস  অফ  ক্যারিবিয়ান  সিরিজ  দেইখা  ফ্যান  হয়েছিলাম       তার  লাইফ  এ  এমন  কিছু  হইসে  আগে  জানতামনা ,sadness
পাক প্রধানমন্ত্রী জুলফিকার আলী ভুট্টো বলেছিলেন  পাকিস্তানীরা প্রয়োজনে ঘাস খাবে  তবু তারা পারমাণবিক বোমা বানাবে ,anger
পাকসেনারা চলে গিয়েছিল ঠিকই  কিন্তু আতঙ্কে কেউই সেদিন তাদের আর্তচিৎকারে এগিয়ে আসার সাহস করেনি  বাইরে কার্ফু থাকায় অধ্যাপক গুহঠাকুরতাকে ঢাকা মেডিকেল কলেজ হাসপাতালেও নেয়া যাচ্ছিলো না  ,fear
পাকিস্তান বাংলাদেশ সিরিজের তৃতীয় পর্ব স্থগিত হওয়ায়  মিলিয়ন ডলার ক্ষতির মুখে পিসিবি,sadness
পাকিস্তানি সংবাদমাধ্যম জানিয়েছে  লাহোরে বাংলাদেশ দলকে নিরাপত্তা দিতে মোতায়েন করা হবে  হাজার পুলিশ  বিসিবি সভাপতি জানিয়েছেন  শুধু পাকিস্তানি নিরাপত্তাবাহিনী নয়  বাংলাদেশের দুটি গোয়েন্দা সংস্থার সদস্যরাও দলের সঙ্গে থাকবেন,surprise
পাকিস্তানীরা তাঁকে ডাকতো পাপা টাইগার  তাঁর নাম শুনলে ত্রাস সৃষ্টি হতো পাকিস্তানি ক্যান্টনমেন্টে  তিনি ছিলেন টি দেশের সেনাবাহিনীর অফিসার ,fear
পাকিস্তানে এ ধরনের হামলা চালানোর অর্থ হলো পাকিস্তানের হামলার মুখে পড়া  পাকিস্তানও যে বিমান হামলা করে ভারতের পারমাণবিক প্রকল্পগুলো ধ্বংস করে দেবে এ বিষয়ে ভারত নিশ্চিত ছিল ,fear
পাকিস্তানে টেস্ট   তে  তাহলে পাকিস্তান সফর ও তো  মুজিব বর্ষের শ্রেষ্ঠ উপহারের তালিকায় থাকা উচিত  ,disgust
পাকিস্তানের থেকে স্বাধীন হয়ে ভারতের কাছে পরাধিন হইলাম আপনার জন্যই   ভারতের থেকে পাকিস্তানি ভালো ছিলো মারলে সামনাসামনি মারতো ভারতের মতো পিছনে মারতো না,anger
পাকিস্তানের পাঞ্জাব প্রদেশের ডেরা গাজি খান শহরের পরিত্যক্ত এলাকায় ঘেরা কম্পাউন্ডে দেশটি গোপনে পরমাণু অস্ত্র বানাচ্ছে বলে দাবি করেছে ভারতের গোয়েন্দারা সম্প্রতি উপগ্রহের পাঠানো ছবিও তারই প্রমাণ দিয়েছে বলে দাবি ভারতের  তথ্যসূত্র বলছে  গত  মাসে ডেরা গাজি এলাকার ওই বিশাল কম্পাউন্ড অনেকটাই প্রশস্ত হয়েছে ,fear
